Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,type
39,7.89,0,0.035959521,4,120.8782,27,1985,1,2,3,0.0,Test
49,19.7,0,0.024795057000000002,14,82.2592,17,2007,2,1,1,0.0,Test
46,11.35,0,0.030855031,13,49.7008,49,1999,1,0,1,0.0,Test
06,6.235,0,0.020194535,9,257.6962,35,2004,2,1,1,0.0,Test
07,18.2,0,0.090410295,6,196.21099999999998,17,2007,2,1,1,0.0,Test
04,15.6,0,0.04494821,4,240.3854,13,1987,0,2,1,0.0,Test
32,7.785,1,0.038348445,6,103.4964,17,2007,2,1,1,0.0,Test
50,18.85,0,0.141929473,3,169.9132,45,2002,2,1,1,0.0,Test
56,16.85,0,0.04466528,6,184.9266,17,2007,2,1,1,0.0,Test
34,10.695,1,0.011490085,13,72.0038,17,2007,2,1,1,0.0,Test
41,16.75,0,0.075672596,8,36.8532,13,1987,0,2,1,0.0,Test
18,9.6,0,0.006698103,9,165.8184,46,1997,2,0,1,0.0,Test
25,18.7,0,0.014615718,14,52.4324,49,1999,1,0,1,0.0,Test
57,15.2,0,0.019034783,13,238.4248,46,1997,2,0,1,0.0,Test
56,16.1,1,0.013651105,6,106.7596,18,2009,1,2,2,0.0,Test
12,16.7,1,0.060998134,0,97.2384,45,2002,2,1,1,0.0,Test
52,9.395,1,0.132314096,5,88.5198,17,2007,2,1,1,0.0,Test
38,10.5,1,0.048197900999999994,4,48.3376,35,2004,2,1,1,0.0,Test
47,14.15,0,0.038063173,15,122.5046,18,2009,1,2,2,0.0,Test
07,9.06,0,0.009768131999999999,11,211.456,13,1987,0,2,1,0.0,Test
09,12.099999999999998,0,0.02046897,13,150.2734,27,1985,1,2,3,0.0,Test
23,17.75,1,0.118188689,0,185.22400000000002,19,1985,2,0,0,0.0,Test
51,17.6,0,0.097612596,4,88.1856,18,2009,1,2,2,0.0,Test
54,8.43,0,0.17805521600000002,9,172.0422,45,2002,2,1,1,0.0,Test
49,7.81,0,0.067399162,14,246.2486,13,1987,0,2,1,0.0,Test
19,6.57,0,0.09703119800000001,9,192.882,49,1999,1,0,1,0.0,Test
53,8.27,0,0.018851756,8,241.28799999999998,45,2002,2,1,1,0.0,Test
47,20.7,1,0.0687943465,0,101.0042,19,1985,2,0,0,0.0,Test
26,7.235,0,0.077168705,9,114.3492,18,2009,1,2,2,0.0,Test
02,7.105,0,0.044899636,9,61.0562,45,2002,2,1,1,0.0,Test
30,5.21,0,0.011054747,9,259.5962,18,2009,1,2,2,0.0,Test
55,14.6,0,0.05949050400000001,11,241.4538,46,1997,2,0,1,0.0,Test
20,7.72,0,0.08700498,6,75.8986,10,1998,2,2,0,0.0,Test
11,10.5,0,0.047978201,7,156.8946,13,1987,0,2,1,0.0,Test
60,15.7,0,0.037307618,14,181.7634,45,2002,2,1,1,0.0,Test
14,8.3,1,0.033997436666666665,4,87.8198,10,1998,2,2,0,0.0,Test
27,6.17,0,0.017794028,10,65.9826,10,1998,2,2,0,0.0,Test
09,7.71,1,0.066868428,13,55.4956,18,2009,1,2,2,0.0,Test
36,16.2,0,0.033218416,14,74.7696,27,1985,1,2,3,0.0,Test
34,12.849999999999998,0,0.136563316,13,156.363,27,1985,1,2,3,0.0,Test
04,19.75,1,0.018125015,5,178.266,17,2007,2,1,1,0.0,Test
57,10.0,1,0.037581431,13,130.1994,27,1985,1,2,3,0.0,Test
02,16.2,0,0.173192865,3,104.399,10,1998,2,2,0,0.0,Test
28,9.285,1,0.049380234,5,245.4144,45,2002,2,1,1,0.0,Test
31,20.0,0,0.08484142520000001,11,35.119,46,1997,2,0,1,0.0,Test
43,16.35,0,0.020530851,6,51.3324,13,1987,0,2,1,0.0,Test
20,19.35,1,0.021457551000000002,6,121.3098,46,1997,2,0,1,0.0,Test
53,16.2,0,0.046137096399999994,5,42.9454,13,1987,0,2,1,0.0,Test
15,15.35,1,0.055225368,10,149.1734,45,2002,2,1,1,0.0,Test
53,5.4,0,0.048213839,8,162.8526,45,2002,2,1,1,0.0,Test
55,16.25,0,0.038956596,9,114.6176,27,1985,1,2,3,0.0,Test
48,10.395,0,0.030152986,0,114.5176,35,2004,2,1,1,0.0,Test
47,12.8,0,0.069727079,15,263.6252,49,1999,1,0,1,0.0,Test
21,5.59,1,0.056922987,13,63.4168,17,2007,2,1,1,0.0,Test
27,11.395,1,0.069980785,10,234.4616,17,2007,2,1,1,0.0,Test
35,13.85,0,0.034541588,7,116.8492,13,1987,0,2,1,0.0,Test
33,12.85,0,0.09232955711111111,6,233.3642,17,2007,2,1,1,0.0,Test
04,15.6,0,0.04497714,4,243.0854,35,2004,2,1,1,0.0,Test
34,10.5,1,0.010972718999999999,13,164.0842,13,1987,0,2,1,0.0,Test
49,6.865,0,0.014015003,14,128.0652,49,1999,1,0,1,0.0,Test
05,10.895,1,0.032504504,5,143.8102,49,1999,1,0,1,0.0,Test
31,10.5,1,0.025132415,6,218.8508,17,2007,2,1,1,0.0,Test
19,13.099999999999998,0,0.012040955,11,188.253,27,1985,1,2,3,0.0,Test
56,9.695,0,0.129368491,6,185.3898,27,1985,1,2,3,0.0,Test
58,11.35,1,0.045236995999999995,13,103.1016,17,2007,2,1,1,0.0,Test
42,19.75,0,0.014298621999999999,9,102.5332,35,2004,2,1,1,0.0,Test
34,6.695,0,0.075511074,15,192.282,27,1985,1,2,3,0.0,Test
52,16.2,1,0.13391928190000002,5,175.637,18,2009,1,2,2,0.0,Test
29,7.565,0,0.054595405,8,55.693000000000005,13,1987,0,2,1,0.0,Test
48,4.92,0,0.034537966249999996,0,200.3084,35,2004,2,1,1,0.0,Test
51,14.099999999999998,0,0.154065962,4,229.3668,19,1985,2,0,0,0.0,Test
54,13.6,0,0.009993163000000001,9,177.637,46,1997,2,0,1,0.0,Test
01,19.2,1,0.084934509,3,154.9314,35,2004,2,1,1,0.0,Test
51,12.099999999999998,0,0.01148374,4,163.4526,27,1985,1,2,3,0.0,Test
42,19.2,0,0.041193522,9,131.731,13,1987,0,2,1,0.0,Test
51,8.05,1,0.16493563,4,115.5518,49,1999,1,0,1,0.0,Test
19,14.85,1,0.059013051,6,159.7578,10,1998,2,2,0,0.0,Test
18,14.6,0,0.059525627000000005,9,182.1976,45,2002,2,1,1,0.0,Test
41,12.85,0,0.053552399,8,184.6608,45,2002,2,1,1,0.0,Test
03,10.395,1,0.036882977000000004,10,228.1352,46,1997,2,0,1,0.0,Test
12,15.85,1,0.20358823899999998,0,61.622,10,1998,2,2,0,0.0,Test
37,17.0,1,0.04447084900000001,3,143.64700000000002,10,1998,2,2,0,0.0,Test
58,7.64,1,0.070814401,13,92.412,49,1999,1,0,1,0.0,Test
28,13.3,0,0.063825112,5,149.2708,18,2009,1,2,2,0.0,Test
42,15.0,0,0.075167462,8,138.5838,10,1998,2,2,0,0.0,Test
01,21.1,1,0.020835848,2,129.7994,17,2007,2,1,1,0.0,Test
02,17.2,1,0.025145837999999997,3,146.6418,13,1987,0,2,1,0.0,Test
04,6.4,0,0.085098856,5,42.0796,18,2009,1,2,2,0.0,Test
47,19.7,0,0.038704546,7,125.7362,13,1987,0,2,1,0.0,Test
32,7.785,1,0.03812554,6,106.7964,35,2004,2,1,1,0.0,Test
35,7.435,0,0.122814466,15,207.5638,35,2004,2,1,1,0.0,Test
14,13.1,0,0.075092011,4,73.2354,45,2002,2,1,1,0.0,Test
35,9.6,1,0.022259937,1,103.999,13,1987,0,2,1,0.0,Test
14,8.115,1,0.032132105,3,155.4972,13,1987,0,2,1,0.0,Test
04,16.6,0,0.026578464,5,55.0614,49,1999,1,0,1,0.0,Test
11,8.21,0,0.01082531,7,150.2392,17,2007,2,1,1,0.0,Test
44,6.655,0,0.017027915,6,211.0586,18,2009,1,2,2,0.0,Test
50,12.8,1,0.079199274,4,184.6608,49,1999,1,0,1,0.0,Test
12,9.394999999999998,1,0.099912754,0,88.6856,27,1985,1,2,3,0.0,Test
43,19.35,1,0.058371695999999994,6,237.1564,17,2007,2,1,1,0.0,Test
58,7.76,0,0.09934348400000001,13,98.17,10,1998,2,2,0,0.0,Test
27,7.575,0,0.055703431,4,195.3768,17,2007,2,1,1,0.0,Test
04,11.35,1,0.063483863,4,85.9856,18,2009,1,2,2,0.0,Test
17,10.0,0,0.06326427488888889,8,118.744,13,1987,0,2,1,0.0,Test
12,15.85,1,0.122320725,0,58.022,17,2007,2,1,1,0.0,Test
13,12.65,0,0.062988082,14,160.6578,49,1999,1,0,1,0.0,Test
57,18.1,0,0.022445019,6,97.0094,45,2002,2,1,1,0.0,Test
19,12.35,1,0.038493141,6,110.95700000000001,35,2004,2,1,1,0.0,Test
27,18.75,0,0.023937034,4,100.4042,18,2009,1,2,2,0.0,Test
27,7.075000000000001,0,0.05806439099999999,4,145.1128,27,1985,1,2,3,0.0,Test
30,5.21,0,0.010956581000000002,9,259.9962,27,1985,1,2,3,0.0,Test
40,9.1,1,0.008067116,5,79.9618,18,2009,1,2,2,0.0,Test
05,11.0,1,0.087774037,5,156.66299999999998,13,1987,0,2,1,0.0,Test
41,16.75,0,0.13260329699999998,8,35.3532,19,1985,2,0,0,0.0,Test
38,13.35,1,0.014686484,3,206.3638,18,2009,1,2,2,0.0,Test
20,20.0,1,0.028123752999999998,6,43.2744,46,1997,2,0,1,0.0,Test
09,8.775,0,0.021725581,6,109.2228,17,2007,2,1,1,0.0,Test
50,16.849999999999998,1,0.046432792,3,94.912,19,1985,2,0,0,0.0,Test
27,8.93,0,0.028474903,4,152.334,45,2002,2,1,1,0.0,Test
51,15.75,0,0.165700218,4,37.7506,13,1987,0,2,1,0.0,Test
02,11.150000000000002,0,0.128458176,11,67.8142,19,1985,2,0,0,0.0,Test
51,6.920000000000001,0,0.038267861,4,62.0852,27,1985,1,2,3,0.0,Test
50,8.645,0,0.02156804,3,52.8982,13,1987,0,2,1,0.0,Test
52,9.395,1,0.131460394,5,85.2198,13,1987,0,2,1,0.0,Test
14,13.1,0,0.074877667,4,76.6354,13,1987,0,2,1,0.0,Test
27,11.394999999999998,1,0.121838154,10,235.8616,19,1985,2,0,0,0.0,Test
10,7.645,1,0.06665054,13,41.1112,13,1987,0,2,1,0.0,Test
33,7.63,1,0.134709764,13,44.8402,46,1997,2,0,1,0.0,Test
58,6.61,1,0.029011725,13,185.9898,46,1997,2,0,1,0.0,Test
42,8.51,0,0.016032698999999997,9,194.8478,27,1985,1,2,3,0.0,Test
51,20.7,1,0.047261392,4,213.5876,27,1985,1,2,3,0.0,Test
15,8.775,0,0.10937902199999999,4,45.4428,27,1985,1,2,3,0.0,Test
16,19.25,1,0.058604732,5,85.5908,17,2007,2,1,1,0.0,Test
15,15.35,1,0.055425340999999996,10,149.3734,17,2007,2,1,1,0.0,Test
44,20.5,0,0.036213591,6,122.3756,45,2002,2,1,1,0.0,Test
06,11.299999999999999,0,0.047486615,9,180.06599999999997,27,1985,1,2,3,0.0,Test
23,8.394999999999998,0,0.126021818,7,253.204,19,1985,2,0,0,0.0,Test
28,7.905,0,0.054976522,5,109.7254,35,2004,2,1,1,0.0,Test
17,18.2,0,0.12695078944444446,8,42.9086,19,1985,2,0,0,0.0,Test
05,10.1,0,0.030331567,8,153.7656,18,2009,1,2,2,0.0,Test
34,19.0,0,0.11809199199999999,13,132.6626,19,1985,2,0,0,0.0,Test
60,15.700000000000001,0,0.037051812,14,182.8634,27,1985,1,2,3,0.0,Test
38,18.7,0,0.057537445,4,86.3566,46,1997,2,0,1,0.0,Test
57,7.275,0,0.028061488,13,145.076,18,2009,1,2,2,0.0,Test
59,12.150000000000002,0,0.061986186,15,35.6532,27,1985,1,2,3,0.0,Test
43,14.5,0,0.019475371000000002,11,163.621,46,1997,2,0,1,0.0,Test
51,17.25,0,0.042307304000000004,4,171.1764,49,1999,1,0,1,0.0,Test
30,20.2,0,0.11295655199999999,9,124.9046,17,2007,2,1,1,0.0,Test
54,12.15,0,0.029517792,9,114.815,35,2004,2,1,1,0.0,Test
16,19.7,0,0.073078549,5,109.6912,19,1985,2,0,0,0.0,Test
36,12.5,1,0.062291550999999994,0,197.1426,13,1987,0,2,1,0.0,Test
16,17.849999999999998,0,0.065491357,5,148.705,27,1985,1,2,3,0.0,Test
34,11.5,0,0.014860557,15,174.00799999999998,46,1997,2,0,1,0.0,Test
48,11.3,0,0.056664709,0,248.0118,18,2009,1,2,2,0.0,Test
47,12.8,1,0.11383293900000001,1,138.4838,35,2004,2,1,1,0.0,Test
39,6.895,0,0.022460575,10,142.9812,46,1997,2,0,1,0.0,Test
11,12.85,0,0.030616732999999997,15,251.704,46,1997,2,0,1,0.0,Test
16,8.155,1,0.033392905,5,73.5354,27,1985,1,2,3,0.0,Test
56,16.85,0,0.04459498,6,183.1266,18,2009,1,2,2,0.0,Test
32,17.85,1,0.046872134,6,122.3388,17,2007,2,1,1,0.0,Test
35,8.365,0,0.07178670599999999,7,39.3506,13,1987,0,2,1,0.0,Test
58,9.395,0,0.103912541,13,234.2932,49,1999,1,0,1,0.0,Test
48,5.78,0,0.025484041000000002,14,143.8102,19,1985,2,0,0,0.0,Test
59,13.65,0,0.026632476000000002,1,231.9668,10,1998,2,2,0,0.0,Test
31,5.785,1,0.094279524,6,89.7856,19,1985,2,0,0,0.0,Test
51,13.35,0,0.032311584,10,63.3194,18,2009,1,2,2,0.0,Test
32,18.349999999999998,1,0.09384019800000001,6,86.8882,27,1985,1,2,3,0.0,Test
15,13.799999999999999,0,0.14066805599999999,4,264.4884,27,1985,1,2,3,0.0,Test
30,20.2,0,0.066305026,9,62.351000000000006,17,2007,2,1,1,0.0,Test
25,10.5,0,0.019079308,14,187.524,49,1999,1,0,1,0.0,Test
02,12.6,0,0.024174597000000003,4,33.2874,13,1987,0,2,1,0.0,Test
33,14.75,0,0.088889913,13,114.1518,27,1985,1,2,3,0.0,Test
38,10.1,0,0.032096024,3,51.1008,35,2004,2,1,1,0.0,Test
45,14.1,0,0.06686333700000001,13,197.9084,35,2004,2,1,1,0.0,Test
54,16.5,0,0.036464157999999997,9,180.1318,27,1985,1,2,3,0.0,Test
33,7.63,1,0.13547173699999998,13,45.2402,17,2007,2,1,1,0.0,Test
58,13.8,1,0.057194086,13,233.6984,17,2007,2,1,1,0.0,Test
05,8.35,1,0.127127013,5,75.4354,45,2002,2,1,1,0.0,Test
57,11.650000000000002,1,0.1328021,13,82.4908,19,1985,2,0,0,0.0,Test
42,8.6,0,0.069080314,9,89.6146,27,1985,1,2,3,0.0,Test
57,20.25,1,0.018843242,6,221.6772,45,2002,2,1,1,0.0,Test
03,8.575,1,0.071992202,4,196.0794,45,2002,2,1,1,0.0,Test
58,17.85,0,0.052133440999999996,13,120.6072,13,1987,0,2,1,0.0,Test
29,5.615,0,0.126024084,8,124.573,45,2002,2,1,1,0.0,Test
53,12.15,0,0.145335007,8,224.9404,45,2002,2,1,1,0.0,Test
26,9.299999999999999,0,0.088574755,3,145.4786,27,1985,1,2,3,0.0,Test
52,7.56,0,0.06387000799999999,5,154.563,49,1999,1,0,1,0.0,Test
41,9.195000000000002,1,0.063704181,5,83.6566,27,1985,1,2,3,0.0,Test
38,10.8,0,0.08288617,4,189.9504,18,2009,1,2,2,0.0,Test
52,16.2,1,0.12914868699999998,5,176.33700000000002,17,2007,2,1,1,0.0,Test
46,13.0,1,0.070301658,13,65.5484,46,1997,2,0,1,0.0,Test
59,9.5,0,0.035769323,7,225.0088,35,2004,2,1,1,0.0,Test
38,18.7,0,0.057526565,4,85.2566,35,2004,2,1,1,0.0,Test
33,7.235,0,0.100369729,13,196.9452,18,2009,1,2,2,0.0,Test
01,19.7,1,0.159923438,3,253.0014,27,1985,1,2,3,0.0,Test
08,11.1,0,0.11067210400000001,6,191.1846,46,1997,2,0,1,0.0,Test
47,7.155,1,0.168447861,1,35.8874,49,1999,1,0,1,0.0,Test
18,7.825,0,0.185913021,9,252.4698,13,1987,0,2,1,0.0,Test
29,8.905,0,0.143938721,5,60.3878,17,2007,2,1,1,0.0,Test
10,15.5,1,0.156168446,13,146.7418,27,1985,1,2,3,0.0,Test
48,9.195,0,0.015883951,0,83.4592,49,1999,1,0,1,0.0,Test
58,11.65,0,0.039885362,13,228.9694,13,1987,0,2,1,0.0,Test
30,16.7,0,0.025977259100000004,9,247.5776,10,1998,2,2,0,0.0,Test
11,9.1,1,0.081599833,1,176.8054,13,1987,0,2,1,0.0,Test
46,11.35,0,0.030807134,13,49.4008,46,1997,2,0,1,0.0,Test
01,12.099999999999998,1,0.107110465,14,55.6614,19,1985,2,0,0,0.0,Test
11,5.695,1,0.06764458599999999,1,256.5988,13,1987,0,2,1,0.0,Test
41,16.5,0,0.035857676,8,92.512,17,2007,2,1,1,0.0,Test
55,10.695,0,0.063710075,9,36.4848,13,1987,0,2,1,0.0,Test
45,8.1,0,0.127416049,6,214.2902,27,1985,1,2,3,0.0,Test
54,17.7,0,0.012095990666666667,9,167.7474,49,1999,1,0,1,0.0,Test
34,19.0,0,0.067584358,13,129.7626,45,2002,2,1,1,0.0,Test
17,7.5,0,0.057125580999999995,5,237.8906,19,1985,2,0,0,0.0,Test
38,6.615000000000001,1,0.09152647800000001,3,250.0408,27,1985,1,2,3,0.0,Test
53,13.35,0,0.13564452955555556,5,148.4392,18,2009,1,2,2,0.0,Test
06,14.65,0,0.072053007,9,262.3594,35,2004,2,1,1,0.0,Test
18,6.7749999999999995,0,0.18427192399999998,9,82.725,19,1985,2,0,0,0.0,Test
25,16.7,0,0.07659550849999999,3,182.4292,13,1987,0,2,1,0.0,Test
39,11.6,0,0.038518959,4,55.3272,46,1997,2,0,1,0.0,Test
33,8.96,1,0.06904552,6,197.3768,49,1999,1,0,1,0.0,Test
14,9.6,0,0.029764629,9,44.4086,18,2009,1,2,2,0.0,Test
58,9.394999999999998,0,0.103248816,13,237.3932,27,1985,1,2,3,0.0,Test
02,12.6,0,0.00749864,9,186.4556,17,2007,2,1,1,0.0,Test
53,12.15,0,0.14586127,8,227.0404,17,2007,2,1,1,0.0,Test
52,9.395,1,0.131569883,5,88.1198,46,1997,2,0,1,0.0,Test
26,18.85,0,0.042649853,3,256.633,46,1997,2,0,1,0.0,Test
23,17.599999999999998,1,0.052923474000000005,15,46.706,27,1985,1,2,3,0.0,Test
37,15.85,0,0.10750833900000001,14,59.1904,13,1987,0,2,1,0.0,Test
37,17.6,0,0.041785884,14,166.0526,18,2009,1,2,2,0.0,Test
01,21.1,1,0.020714738,2,127.7994,35,2004,2,1,1,0.0,Test
45,11.65,0,0.033910827000000004,12,113.88600000000001,49,1999,1,0,1,0.0,Test
23,6.71,0,0.035642187,1,217.6166,49,1999,1,0,1,0.0,Test
33,15.6,0,0.087703106,13,220.0798,35,2004,2,1,1,0.0,Test
36,13.3,0,0.021393892999999997,0,119.8124,17,2007,2,1,1,0.0,Test
56,14.1,0,0.126492074,6,85.3198,17,2007,2,1,1,0.0,Test
27,11.395,1,0.11647465800000001,10,236.0616,10,1998,2,2,0,0.0,Test
52,13.65,0,0.066002079,5,44.2402,17,2007,2,1,1,0.0,Test
42,18.85,0,0.040363971,9,244.0144,35,2004,2,1,1,0.0,Test
24,11.8,0,0.113329224,14,185.8924,46,1997,2,0,1,0.0,Test
38,19.25,0,0.101773845,4,52.8956,46,1997,2,0,1,0.0,Test
35,19.85,1,0.081620573,1,169.7816,45,2002,2,1,1,0.0,Test
51,12.5,0,0.08129936900000001,10,219.0798,45,2002,2,1,1,0.0,Test
37,15.5,0,0.033059299,0,105.7938,17,2007,2,1,1,0.0,Test
43,17.75,0,0.030481663,11,181.666,13,1987,0,2,1,0.0,Test
33,14.75,0,0.089503609,13,112.2518,45,2002,2,1,1,0.0,Test
04,8.985,1,0.058062665,5,130.83100000000002,18,2009,1,2,2,0.0,Test
31,8.02,0,0.019870463,9,154.9972,46,1997,2,0,1,0.0,Test
22,9.8,0,0.026127057000000002,13,216.385,49,1999,1,0,1,0.0,Test
50,8.645,0,0.021708103,3,54.5982,17,2007,2,1,1,0.0,Test
13,17.35,1,0.027767045,3,88.9856,17,2007,2,1,1,0.0,Test
60,8.52,0,0.027212418999999998,14,151.8682,17,2007,2,1,1,0.0,Test
03,5.63,1,0.024680092,10,103.7306,17,2007,2,1,1,0.0,Test
27,6.38,0,0.031892144,4,177.7344,35,2004,2,1,1,0.0,Test
39,11.599999999999998,0,0.03833243,4,54.3272,27,1985,1,2,3,0.0,Test
59,5.78,0,0.0965817,1,162.4552,45,2002,2,1,1,0.0,Test
57,10.0,1,0.03642027155555556,13,129.2994,49,1999,1,0,1,0.0,Test
21,11.6,1,0.0097782,13,225.1404,49,1999,1,0,1,0.0,Test
43,11.65,0,0.035467621374999994,6,187.72400000000002,18,2009,1,2,2,0.0,Test
28,19.2,1,0.157200063,5,189.3214,10,1998,2,2,0,0.0,Test
51,10.895,1,0.016105023,4,121.773,10,1998,2,2,0,0.0,Test
16,17.35,1,0.069419362,5,92.3804,10,1998,2,2,0,0.0,Test
32,6.65,0,0.146740745,6,125.5678,10,1998,2,2,0,0.0,Test
60,9.299999999999999,0,0.049938496,0,195.6136,19,1985,2,0,0,0.0,Test
30,7.725,0,0.029072282999999997,9,120.1414,46,1997,2,0,1,0.0,Test
26,8.71,1,0.072267645,3,184.8924,49,1999,1,0,1,0.0,Test
44,16.1,0,0.100436145,6,77.2328,45,2002,2,1,1,0.0,Test
23,14.65,0,0.170318251,7,56.1614,46,1997,2,0,1,0.0,Test
44,12.6,0,0.087453208,6,110.0228,46,1997,2,0,1,0.0,Test
04,13.1,0,0.006062712,5,187.3898,46,1997,2,0,1,0.0,Test
32,20.5,0,0.020505251999999998,6,91.48299999999999,27,1985,1,2,3,0.0,Test
09,11.15,1,0.085860034,13,169.479,13,1987,0,2,1,0.0,Test
47,20.7,1,0.079230482,0,98.8042,13,1987,0,2,1,0.0,Test
40,10.195,0,0.15916244599999999,5,143.1154,27,1985,1,2,3,0.0,Test
48,14.0,0,0.023869126,0,101.5332,17,2007,2,1,1,0.0,Test
30,19.1,0,0.067431883,9,42.4796,45,2002,2,1,1,0.0,Test
36,9.695,1,0.21471985,0,225.9404,10,1998,2,2,0,0.0,Test
03,19.1,0,0.045564412,4,39.1138,17,2007,2,1,1,0.0,Test
51,17.85,1,0.020979394,10,259.7936,49,1999,1,0,1,0.0,Test
57,11.65,1,0.075967092,13,84.4908,49,1999,1,0,1,0.0,Test
35,12.3,1,0.064719441,15,93.6804,49,1999,1,0,1,0.0,Test
13,12.099999999999998,0,0.029981512999999998,3,77.867,27,1985,1,2,3,0.0,Test
37,7.81,1,0.05553914,3,125.8046,17,2007,2,1,1,0.0,Test
53,20.1,0,0.015022332,8,142.1154,17,2007,2,1,1,0.0,Test
59,10.5,1,0.06645039900000001,15,80.796,18,2009,1,2,2,0.0,Test
10,6.384999999999999,1,0.216601163,13,36.7874,19,1985,2,0,0,0.0,Test
03,8.575,1,0.072139167,4,195.5794,18,2009,1,2,2,0.0,Test
43,20.1,1,0.022420996000000002,6,226.2036,35,2004,2,1,1,0.0,Test
10,21.2,0,0.070676281,13,176.33700000000002,46,1997,2,0,1,0.0,Test
14,10.299999999999999,0,0.069701022,4,262.9226,27,1985,1,2,3,0.0,Test
43,16.0,0,0.077011493,6,45.1086,45,2002,2,1,1,0.0,Test
40,17.1,0,0.032600958,5,150.4392,13,1987,0,2,1,0.0,Test
46,15.349999999999998,0,0.074254285,13,91.083,27,1985,1,2,3,0.0,Test
43,12.5,0,0.181114059,9,168.8448,19,1985,2,0,0,0.0,Test
05,19.35,0,0.016608334,5,120.0098,35,2004,2,1,1,0.0,Test
60,19.35,1,0.104659766,0,165.9184,10,1998,2,2,0,0.0,Test
27,11.85,0,0.133211023,4,95.8726,18,2009,1,2,2,0.0,Test
11,8.0,1,0.030259174,1,250.6092,35,2004,2,1,1,0.0,Test
11,6.384999999999999,0,0.083432299,7,107.4596,27,1985,1,2,3,0.0,Test
33,17.85,0,0.018805505,13,214.956,10,1998,2,2,0,0.0,Test
23,16.6,0,0.136008489,7,170.4422,45,2002,2,1,1,0.0,Test
02,17.2,1,0.02504491,3,146.1418,27,1985,1,2,3,0.0,Test
05,8.485,0,0.0582501,8,104.399,45,2002,2,1,1,0.0,Test
30,18.1,0,0.048899701,9,126.3336,13,1987,0,2,1,0.0,Test
19,6.425,0,0.093835595,6,174.2712,18,2009,1,2,2,0.0,Test
45,8.655,1,0.088331849,13,120.8756,49,1999,1,0,1,0.0,Test
36,19.7,0,0.0812806139,0,178.666,46,1997,2,0,1,0.0,Test
31,10.895,0,0.027102627999999997,11,50.7666,45,2002,2,1,1,0.0,Test
37,10.8,0,0.061225298,14,153.4024,45,2002,2,1,1,0.0,Test
24,20.6,0,0.083342202,0,120.1756,18,2009,1,2,2,0.0,Test
46,7.07,0,0.093593225,13,115.1834,13,1987,0,2,1,0.0,Test
46,12.299999999999999,1,0.10175494199999999,13,58.5562,19,1985,2,0,0,0.0,Test
18,18.85,0,0.167923755,9,193.7136,45,2002,2,1,1,0.0,Test
26,15.3,1,0.08469465300000001,3,212.7218,13,1987,0,2,1,0.0,Test
07,7.26,0,0.014452774,10,115.015,45,2002,2,1,1,0.0,Test
15,18.25,1,0.170685888,4,155.16299999999998,13,1987,0,2,1,0.0,Test
01,14.8,0,0.04496929400000001,14,74.867,45,2002,2,1,1,0.0,Test
58,13.3,0,0.009600586,13,64.95100000000001,45,2002,2,1,1,0.0,Test
14,7.71,1,0.083321663,4,121.4756,19,1985,2,0,0,0.0,Test
31,21.1,1,0.161756055,6,65.7168,49,1999,1,0,1,0.0,Test
45,15.1,1,0.1055789,6,42.4796,13,1987,0,2,1,0.0,Test
09,13.35,1,0.250008736,13,178.36599999999999,10,1998,2,2,0,0.0,Test
31,11.35,1,0.043149942999999996,6,198.5742,35,2004,2,1,1,0.0,Test
57,18.85,0,0.039643601,13,41.448,46,1997,2,0,1,0.0,Test
55,8.92,0,0.129903926,9,176.637,35,2004,2,1,1,0.0,Test
17,12.150000000000002,0,0.027069736,5,212.3928,19,1985,2,0,0,0.0,Test
59,16.7,1,0.054583442,15,64.6168,13,1987,0,2,1,0.0,Test
22,7.435,0,0.08438208400000001,15,167.9158,13,1987,0,2,1,0.0,Test
52,18.25,0,0.079203863,5,224.9062,35,2004,2,1,1,0.0,Test
26,20.5,0,0.023143199,11,152.934,46,1997,2,0,1,0.0,Test
53,5.4,0,0.048107159000000004,8,166.3526,35,2004,2,1,1,0.0,Test
45,18.0,0,0.039169904,13,149.0418,18,2009,1,2,2,0.0,Test
18,18.35,0,0.014021376,9,222.5746,35,2004,2,1,1,0.0,Test
38,6.52,0,0.044788872,3,164.0842,18,2009,1,2,2,0.0,Test
08,14.299999999999999,1,0.11417001800000001,6,89.1856,19,1985,2,0,0,0.0,Test
58,11.65,0,0.066815522,13,229.6694,10,1998,2,2,0,0.0,Test
58,13.299999999999999,0,0.016775365,13,63.451,19,1985,2,0,0,0.0,Test
39,14.3,1,0.049957145,10,210.0586,17,2007,2,1,1,0.0,Test
44,6.655,0,0.016985198,6,211.0586,49,1999,1,0,1,0.0,Test
28,15.7,1,0.037833211,5,126.1046,13,1987,0,2,1,0.0,Test
39,7.89,0,0.036104434,4,117.1782,13,1987,0,2,1,0.0,Test
37,14.15,0,0.035413843,3,253.0014,18,2009,1,2,2,0.0,Test
45,14.1,0,0.06725426,13,199.0084,17,2007,2,1,1,0.0,Test
40,17.1,0,0.032621941,5,150.9392,35,2004,2,1,1,0.0,Test
57,11.650000000000002,1,0.07548186400000001,13,85.3908,27,1985,1,2,3,0.0,Test
36,14.15,0,0.095917719,14,171.8106,17,2007,2,1,1,0.0,Test
